Housing type,Occupancy status,Income class,Heating energy,Energy performance,Income class owner,Stock buildings
Single-family,Landlords,D8,Oil fuel,A,D1,1.423628864912281
Single-family,Landlords,D8,Oil fuel,A,D10,35.16720112912427
Single-family,Landlords,D8,Oil fuel,A,D2,5.083421260350825
Single-family,Landlords,D8,Oil fuel,A,D3,2.9187211247831195
Single-family,Landlords,D8,Oil fuel,A,D4,3.2711255367272165
Single-family,Landlords,D8,Oil fuel,A,D5,5.04647548549301
Single-family,Landlords,D8,Oil fuel,A,D6,15.174040814028247
Single-family,Landlords,D8,Oil fuel,A,D7,19.670391170552353
Single-family,Landlords,D8,Oil fuel,A,D8,11.382027758378477
Single-family,Landlords,D8,Oil fuel,A,D9,28.2438737292527
Single-family,Landlords,D8,Wood fuel,A,D1,0.5945648610986908
Single-family,Landlords,D8,Wood fuel,A,D10,14.687242279156688
Single-family,Landlords,D8,Wood fuel,A,D2,2.1230418475343646
Single-family,Landlords,D8,Wood fuel,A,D3,1.2189757196651232
Single-family,Landlords,D8,Wood fuel,A,D4,1.3661540225235853
Single-family,Landlords,D8,Wood fuel,A,D5,2.1076118010960516
Single-family,Landlords,D8,Wood fuel,A,D6,6.337291755779671
Single-family,Landlords,D8,Wood fuel,A,D7,8.215149104044752
Single-family,Landlords,D8,Wood fuel,A,D8,4.753594086193752
Single-family,Landlords,D8,Wood fuel,A,D9,11.795781382781113
Multi-family,Landlords,D9,Oil fuel,A,D1,0.9154631749443567
Multi-family,Landlords,D9,Oil fuel,A,D10,29.009130511228168
Multi-family,Landlords,D9,Oil fuel,A,D2,0.19574126428032854
Multi-family,Landlords,D9,Oil fuel,A,D3,1.1736116101772787
Multi-family,Landlords,D9,Oil fuel,A,D4,0.5471766101406832
Multi-family,Landlords,D9,Oil fuel,A,D5,0.7636747660121718
Multi-family,Landlords,D9,Oil fuel,A,D6,1.9432626193726419
Multi-family,Landlords,D9,Oil fuel,A,D7,5.521912139622223
Multi-family,Landlords,D9,Oil fuel,A,D8,3.500029730121997
Multi-family,Landlords,D9,Oil fuel,A,D9,10.516002271371688
Multi-family,Landlords,D9,Wood fuel,A,D1,0.08013518748188826
Multi-family,Landlords,D9,Wood fuel,A,D10,2.5393179931515326
Multi-family,Landlords,D9,Wood fuel,A,D2,0.01713423689816837
Multi-family,Landlords,D9,Wood fuel,A,D3,0.10273224416502974
Multi-family,Landlords,D9,Wood fuel,A,D4,0.0478971753746325
Multi-family,Landlords,D9,Wood fuel,A,D5,0.0668483694642247
Multi-family,Landlords,D9,Wood fuel,A,D6,0.17010374484963534
Multi-family,Landlords,D9,Wood fuel,A,D7,0.48336129369052705
Multi-family,Landlords,D9,Wood fuel,A,D8,0.30637555533848393
Multi-family,Landlords,D9,Wood fuel,A,D9,0.9205196196204765
Single-family,Landlords,D9,Oil fuel,A,D1,4.0647106607089105
Single-family,Landlords,D9,Oil fuel,A,D10,34.48016231978821
Single-family,Landlords,D9,Oil fuel,A,D2,6.7219440717400385
Single-family,Landlords,D9,Oil fuel,A,D3,7.891880180340176
Single-family,Landlords,D9,Oil fuel,A,D4,1.5464258856874995
Single-family,Landlords,D9,Oil fuel,A,D5,1.6983423596540799
Single-family,Landlords,D9,Oil fuel,A,D6,13.267665426314233
Single-family,Landlords,D9,Oil fuel,A,D7,12.577385175606922
Single-family,Landlords,D9,Oil fuel,A,D8,9.20382734848634
Single-family,Landlords,D9,Oil fuel,A,D9,30.738238576603905
Single-family,Landlords,D9,Wood fuel,A,D1,1.6975871935131572
Single-family,Landlords,D9,Wood fuel,A,D10,14.400307148582836
Single-family,Landlords,D9,Wood fuel,A,D2,2.807355092209052
Single-family,Landlords,D9,Wood fuel,A,D3,3.295967621112113
Single-family,Landlords,D9,Wood fuel,A,D4,0.645849852152205
Single-family,Landlords,D9,Wood fuel,A,D5,0.7092963019037759
Single-family,Landlords,D9,Wood fuel,A,D6,5.541112466686664
Single-family,Landlords,D9,Wood fuel,A,D7,5.252823579395628
Single-family,Landlords,D9,Wood fuel,A,D8,3.843889698995599
Single-family,Landlords,D9,Wood fuel,A,D9,12.837528797115967
Multi-family,Landlords,D10,Oil fuel,A,D1,1.0655966402841501
Multi-family,Landlords,D10,Oil fuel,A,D10,25.63997595058841
Multi-family,Landlords,D10,Oil fuel,A,D2,0.7431897759455802
Multi-family,Landlords,D10,Oil fuel,A,D3,0.03844069378931904
Multi-family,Landlords,D10,Oil fuel,A,D4,1.4106742342704797
Multi-family,Landlords,D10,Oil fuel,A,D5,0.3006383779646312
Multi-family,Landlords,D10,Oil fuel,A,D6,0.5232218531301255
Multi-family,Landlords,D10,Oil fuel,A,D7,2.0884776545936554
Multi-family,Landlords,D10,Oil fuel,A,D8,1.5392630223928814
Multi-family,Landlords,D10,Oil fuel,A,D9,4.43405153499057
Multi-family,Landlords,D10,Wood fuel,A,D1,0.09327713979803813
Multi-family,Landlords,D10,Wood fuel,A,D10,2.2443986127092375
Multi-family,Landlords,D10,Wood fuel,A,D2,0.0650552132079387
Multi-family,Landlords,D10,Wood fuel,A,D3,0.003364911105166161
Multi-family,Landlords,D10,Wood fuel,A,D4,0.12348355164150109
Multi-family,Landlords,D10,Wood fuel,A,D5,0.0263164193184623
Multi-family,Landlords,D10,Wood fuel,A,D6,0.04580029261991022
Multi-family,Landlords,D10,Wood fuel,A,D7,0.1828151617488811
Multi-family,Landlords,D10,Wood fuel,A,D8,0.1347395878494936
Multi-family,Landlords,D10,Wood fuel,A,D9,0.3881352748923198
Single-family,Landlords,D10,Oil fuel,A,D1,0.9583353316020106
Single-family,Landlords,D10,Oil fuel,A,D10,34.17292026968309
Single-family,Landlords,D10,Oil fuel,A,D2,1.6409271595563113
Single-family,Landlords,D10,Oil fuel,A,D3,2.52727791107983
Single-family,Landlords,D10,Oil fuel,A,D4,3.682175774514342
Single-family,Landlords,D10,Oil fuel,A,D5,5.603137386294355
Single-family,Landlords,D10,Oil fuel,A,D6,11.023259543838826
Single-family,Landlords,D10,Oil fuel,A,D7,5.645339098058481
Single-family,Landlords,D10,Oil fuel,A,D8,10.029586392736842
Single-family,Landlords,D10,Oil fuel,A,D9,21.143444713409238
Single-family,Landlords,D10,Wood fuel,A,D1,0.4002395057893309
Single-family,Landlords,D10,Wood fuel,A,D10,14.271990470446589
Single-family,Landlords,D10,Wood fuel,A,D2,0.6853173974909417
Single-family,Landlords,D10,Wood fuel,A,D3,1.0554932378752773
Single-family,Landlords,D10,Wood fuel,A,D4,1.5378251887650374
Single-family,Landlords,D10,Wood fuel,A,D5,2.3400962736199205
Single-family,Landlords,D10,Wood fuel,A,D6,4.603758002575473
Single-family,Landlords,D10,Wood fuel,A,D7,2.3577214114009744
Single-family,Landlords,D10,Wood fuel,A,D8,4.188759997390426
Single-family,Landlords,D10,Wood fuel,A,D9,8.830355705066859
Multi-family,Landlords,D1,Oil fuel,B,D1,25.39140284952707
Multi-family,Landlords,D1,Oil fuel,B,D10,197.7043607754259
Multi-family,Landlords,D1,Oil fuel,B,D2,23.05304674747606
Multi-family,Landlords,D1,Oil fuel,B,D3,25.943556528904505
Multi-family,Landlords,D1,Oil fuel,B,D4,15.106512881907493
Multi-family,Landlords,D1,Oil fuel,B,D5,27.405946234780103
Multi-family,Landlords,D1,Oil fuel,B,D6,31.163139843273008
Multi-family,Landlords,D1,Oil fuel,B,D7,45.42802091852486
Multi-family,Landlords,D1,Oil fuel,B,D8,54.993395177915794
Multi-family,Landlords,D1,Oil fuel,B,D9,107.0490363024387
Multi-family,Landlords,D1,Wood fuel,B,D1,2.2226397341418767
Multi-family,Landlords,D1,Wood fuel,B,D10,17.306076803896122
Multi-family,Landlords,D1,Wood fuel,B,D2,2.017951430159945
Multi-family,Landlords,D1,Wood fuel,B,D3,2.2709725779161927
Multi-family,Landlords,D1,Wood fuel,B,D4,1.3223505599368288
Multi-family,Landlords,D1,Wood fuel,B,D5,2.398983050056754
Multi-family,Landlords,D1,Wood fuel,B,D6,2.7278694787660593
Multi-family,Landlords,D1,Wood fuel,B,D7,3.9765476895981084
Multi-family,Landlords,D1,Wood fuel,B,D8,4.813853963176301
Multi-family,Landlords,D1,Wood fuel,B,D9,9.370551245136424
Single-family,Landlords,D1,Oil fuel,B,D1,63.34642684042817
Single-family,Landlords,D1,Oil fuel,B,D10,114.42536956738455
Single-family,Landlords,D1,Oil fuel,B,D2,20.68109510553008
Single-family,Landlords,D1,Oil fuel,B,D3,37.42245980066182
Single-family,Landlords,D1,Oil fuel,B,D4,41.87201358166744
Single-family,Landlords,D1,Oil fuel,B,D5,28.137922164446127
Single-family,Landlords,D1,Oil fuel,B,D6,32.85163308578761
Single-family,Landlords,D1,Oil fuel,B,D7,62.38089514821045
Single-family,Landlords,D1,Oil fuel,B,D8,45.22333916332488
Single-family,Landlords,D1,Oil fuel,B,D9,71.32832939876572
Single-family,Landlords,D1,Wood fuel,B,D1,26.456024040927453
Single-family,Landlords,D1,Wood fuel,B,D10,47.788651691317284
Single-family,Landlords,D1,Wood fuel,B,D2,8.637259851812546
Single-family,Landlords,D1,Wood fuel,B,D3,15.629129305918376
Single-family,Landlords,D1,Wood fuel,B,D4,17.48744251588393
Single-family,Landlords,D1,Wood fuel,B,D5,11.751531733897883
Single-family,Landlords,D1,Wood fuel,B,D6,13.720167625092367
Single-family,Landlords,D1,Wood fuel,B,D7,26.052779044553215
Single-family,Landlords,D1,Wood fuel,B,D8,18.887091313449876
Single-family,Landlords,D1,Wood fuel,B,D9,29.78958863972734
Multi-family,Landlords,D2,Oil fuel,B,D1,22.940263693781464
Multi-family,Landlords,D2,Oil fuel,B,D10,164.7822382999963
Multi-family,Landlords,D2,Oil fuel,B,D2,15.811796568205434
Multi-family,Landlords,D2,Oil fuel,B,D3,30.269181149990693
Multi-family,Landlords,D2,Oil fuel,B,D4,20.157343017558382
Multi-family,Landlords,D2,Oil fuel,B,D5,26.63753730036842
Multi-family,Landlords,D2,Oil fuel,B,D6,30.333331428172865
Multi-family,Landlords,D2,Oil fuel,B,D7,47.65303340631755
Multi-family,Landlords,D2,Oil fuel,B,D8,64.73814269457792
Multi-family,Landlords,D2,Oil fuel,B,D9,104.55621740922555
Multi-family,Landlords,D2,Wood fuel,B,D1,2.0080789509603902
Multi-family,Landlords,D2,Wood fuel,B,D10,14.424234552807661
Multi-family,Landlords,D2,Wood fuel,B,D2,1.384087658682322
Multi-family,Landlords,D2,Wood fuel,B,D3,2.64961668886919
Multi-family,Landlords,D2,Wood fuel,B,D4,1.7644756294505821
Multi-family,Landlords,D2,Wood fuel,B,D5,2.3317202745490664
Multi-family,Landlords,D2,Wood fuel,B,D6,2.6552320917710666
Multi-family,Landlords,D2,Wood fuel,B,D7,4.171314445639004
Multi-family,Landlords,D2,Wood fuel,B,D8,5.6668616980410595
Multi-family,Landlords,D2,Wood fuel,B,D9,9.152342020742259
Single-family,Landlords,D2,Oil fuel,B,D1,60.20777944432082
Single-family,Landlords,D2,Oil fuel,B,D10,169.00923618828736
Single-family,Landlords,D2,Oil fuel,B,D2,42.56113378103724
Single-family,Landlords,D2,Oil fuel,B,D3,19.941956450348094
Single-family,Landlords,D2,Oil fuel,B,D4,43.604932711244516
Single-family,Landlords,D2,Oil fuel,B,D5,32.78944014934613
Single-family,Landlords,D2,Oil fuel,B,D6,42.62489744953902
Single-family,Landlords,D2,Oil fuel,B,D7,75.97487435211394
Single-family,Landlords,D2,Oil fuel,B,D8,89.01493323002524
Single-family,Landlords,D2,Oil fuel,B,D9,89.86895968344014
Single-family,Landlords,D2,Wood fuel,B,D1,25.145198235762756
Single-family,Landlords,D2,Wood fuel,B,D10,70.58507699257459
Single-family,Landlords,D2,Wood fuel,B,D2,17.775246918925344
Single-family,Landlords,D2,Wood fuel,B,D3,8.32856572324974
Single-family,Landlords,D2,Wood fuel,B,D4,18.211179472169746
Single-family,Landlords,D2,Wood fuel,B,D5,13.69419334518836
Single-family,Landlords,D2,Wood fuel,B,D6,17.801877199920835
Single-family,Landlords,D2,Wood fuel,B,D7,31.730173312367096
Single-family,Landlords,D2,Wood fuel,B,D8,37.17622809992705
Single-family,Landlords,D2,Wood fuel,B,D9,37.53290400905209
Multi-family,Landlords,D3,Oil fuel,B,D1,14.936601062459118
Multi-family,Landlords,D3,Oil fuel,B,D10,181.94369156672226
Multi-family,Landlords,D3,Oil fuel,B,D2,13.14808719323874
Multi-family,Landlords,D3,Oil fuel,B,D3,16.89524216477549
Multi-family,Landlords,D3,Oil fuel,B,D4,9.29587042164768
Multi-family,Landlords,D3,Oil fuel,B,D5,12.477463055786828
Multi-family,Landlords,D3,Oil fuel,B,D6,23.47662434341674
Multi-family,Landlords,D3,Oil fuel,B,D7,49.82159055172207
Multi-family,Landlords,D3,Oil fuel,B,D8,50.30686157652961
Multi-family,Landlords,D3,Oil fuel,B,D9,91.14868925455707
Multi-family,Landlords,D3,Wood fuel,B,D1,1.3074773068344179
Multi-family,Landlords,D3,Wood fuel,B,D10,15.926464585243794
Multi-family,Landlords,D3,Wood fuel,B,D2,1.1509195138542208
Multi-family,Landlords,D3,Wood fuel,B,D3,1.4789272091785448
Multi-family,Landlords,D3,Wood fuel,B,D4,0.8137152202668931
Multi-family,Landlords,D3,Wood fuel,B,D5,1.092216343201993
Multi-family,Landlords,D3,Wood fuel,B,D6,2.055029349832571
Multi-family,Landlords,D3,Wood fuel,B,D7,4.3611393759784916
Multi-family,Landlords,D3,Wood fuel,B,D8,4.403617637930257
Multi-family,Landlords,D3,Wood fuel,B,D9,7.978712308757003
Single-family,Landlords,D3,Oil fuel,B,D1,35.06848351444051
Single-family,Landlords,D3,Oil fuel,B,D10,207.67233330678877
Single-family,Landlords,D3,Oil fuel,B,D2,24.172493380557814
Single-family,Landlords,D3,Oil fuel,B,D3,62.621347616777
Single-family,Landlords,D3,Oil fuel,B,D4,27.84159720439335
Single-family,Landlords,D3,Oil fuel,B,D5,33.41644735171593
Single-family,Landlords,D3,Oil fuel,B,D6,33.716410133488786
Single-family,Landlords,D3,Oil fuel,B,D7,77.86353439071382
Single-family,Landlords,D3,Oil fuel,B,D8,67.7044969998626
Single-family,Landlords,D3,Oil fuel,B,D9,101.58732851401055
Single-family,Landlords,D3,Wood fuel,B,D1,14.646013819753353
Single-family,Landlords,D3,Wood fuel,B,D10,86.73234650535129
Single-family,Landlords,D3,Wood fuel,B,D2,10.095408658425834
Single-family,Landlords,D3,Wood fuel,B,D3,26.15320169830638
Single-family,Landlords,D3,Wood fuel,B,D4,11.62777447310034
Single-family,Landlords,D3,Wood fuel,B,D5,13.956056854262298
Single-family,Landlords,D3,Wood fuel,B,D6,14.081333416205673
Single-family,Landlords,D3,Wood fuel,B,D7,32.518953956809824
Single-family,Landlords,D3,Wood fuel,B,D8,28.276129998923828
Single-family,Landlords,D3,Wood fuel,B,D9,42.426967699226445
Multi-family,Landlords,D4,Oil fuel,B,D1,17.134354469103812
Multi-family,Landlords,D4,Oil fuel,B,D10,182.8433975672713
Multi-family,Landlords,D4,Oil fuel,B,D2,16.10448659018171
Multi-family,Landlords,D4,Oil fuel,B,D3,14.944126381877409
Multi-family,Landlords,D4,Oil fuel,B,D4,16.62403263876205
Multi-family,Landlords,D4,Oil fuel,B,D5,19.270569643440727
Multi-family,Landlords,D4,Oil fuel,B,D6,17.35080873186021
Multi-family,Landlords,D4,Oil fuel,B,D7,40.425423260234254
Multi-family,Landlords,D4,Oil fuel,B,D8,72.49854170110575
Multi-family,Landlords,D4,Oil fuel,B,D9,90.67546220169818
Multi-family,Landlords,D4,Wood fuel,B,D1,1.4998579356796315
Multi-family,Landlords,D4,Wood fuel,B,D10,16.005220466425968
Multi-family,Landlords,D4,Wood fuel,B,D2,1.4097083176308076
Multi-family,Landlords,D4,Wood fuel,B,D3,1.3081360366434922
Multi-family,Landlords,D4,Wood fuel,B,D4,1.455186848223794
Multi-family,Landlords,D4,Wood fuel,B,D5,1.6868518073965884
Multi-family,Landlords,D4,Wood fuel,B,D6,1.5188052875797142
Multi-family,Landlords,D4,Wood fuel,B,D7,3.5386446562314875
Multi-family,Landlords,D4,Wood fuel,B,D8,6.346169229291748
Multi-family,Landlords,D4,Wood fuel,B,D9,7.9372883174482824
Single-family,Landlords,D4,Oil fuel,B,D1,12.19481567210264
Single-family,Landlords,D4,Oil fuel,B,D10,172.63065937803808
Single-family,Landlords,D4,Oil fuel,B,D2,26.00927135233318
Single-family,Landlords,D4,Oil fuel,B,D3,50.68918782973529
Single-family,Landlords,D4,Oil fuel,B,D4,45.14920672828658
Single-family,Landlords,D4,Oil fuel,B,D5,37.68386769327908
Single-family,Landlords,D4,Oil fuel,B,D6,32.4407714159475
Single-family,Landlords,D4,Oil fuel,B,D7,78.49702978896781
Single-family,Landlords,D4,Oil fuel,B,D8,119.15655852399904
Single-family,Landlords,D4,Oil fuel,B,D9,122.18645134778752
Single-family,Landlords,D4,Wood fuel,B,D1,5.093047117062074
Single-family,Landlords,D4,Wood fuel,B,D10,72.09752945041824
Single-family,Landlords,D4,Wood fuel,B,D2,10.8625212581869
Single-family,Landlords,D4,Wood fuel,B,D3,21.169850277690887
Single-family,Landlords,D4,Wood fuel,B,D4,18.856130617142156
Single-family,Landlords,D4,Wood fuel,B,D5,15.738303790360753
Single-family,Landlords,D4,Wood fuel,B,D6,13.548575212434793
Single-family,Landlords,D4,Wood fuel,B,D7,32.78352719830051
Single-family,Landlords,D4,Wood fuel,B,D8,49.76458711532575
Single-family,Landlords,D4,Wood fuel,B,D9,51.029992622561466
Multi-family,Landlords,D5,Oil fuel,B,D1,13.862693758745872
Multi-family,Landlords,D5,Oil fuel,B,D10,210.97994860493205
Multi-family,Landlords,D5,Oil fuel,B,D2,8.086931189253987
Multi-family,Landlords,D5,Oil fuel,B,D3,10.480974297617669
Multi-family,Landlords,D5,Oil fuel,B,D4,16.177238131300754
Multi-family,Landlords,D5,Oil fuel,B,D5,25.35094827083589
Multi-family,Landlords,D5,Oil fuel,B,D6,26.10323402561381
Multi-family,Landlords,D5,Oil fuel,B,D7,38.99951460361235
Multi-family,Landlords,D5,Oil fuel,B,D8,64.18292745967398
Multi-family,Landlords,D5,Oil fuel,B,D9,97.46207265849411
Multi-family,Landlords,D5,Wood fuel,B,D1,1.2134726920376937
Multi-family,Landlords,D5,Wood fuel,B,D10,18.4681571024449
Multi-family,Landlords,D5,Wood fuel,B,D2,0.7078905681196702
Multi-family,Landlords,D5,Wood fuel,B,D3,0.9174534414052145
Multi-family,Landlords,D5,Wood fuel,B,D4,1.416076633196887
Multi-family,Landlords,D5,Wood fuel,B,D5,2.2190985373612246
Multi-family,Landlords,D5,Wood fuel,B,D6,2.284949968253294
Multi-family,Landlords,D5,Wood fuel,B,D7,3.4138275574580823
Multi-family,Landlords,D5,Wood fuel,B,D8,5.618260860607557
Multi-family,Landlords,D5,Wood fuel,B,D9,8.53135514198761
Single-family,Landlords,D5,Oil fuel,B,D1,38.234536646266726
Single-family,Landlords,D5,Oil fuel,B,D10,169.05688591454964
Single-family,Landlords,D5,Oil fuel,B,D2,26.019976817273864
Single-family,Landlords,D5,Oil fuel,B,D3,47.255202382849326
Single-family,Landlords,D5,Oil fuel,B,D4,56.672768347276346
Single-family,Landlords,D5,Oil fuel,B,D5,75.79377755221968
Single-family,Landlords,D5,Oil fuel,B,D6,42.58910355517402
Single-family,Landlords,D5,Oil fuel,B,D7,69.04787347103813
Single-family,Landlords,D5,Oil fuel,B,D8,104.56513021298942
Single-family,Landlords,D5,Oil fuel,B,D9,113.76109163305644
Single-family,Landlords,D5,Wood fuel,B,D1,15.968285366046654
Single-family,Landlords,D5,Wood fuel,B,D10,70.60497744105156
Single-family,Landlords,D5,Wood fuel,B,D2,10.866992292339361
Single-family,Landlords,D5,Wood fuel,B,D3,19.735679384865893
Single-family,Landlords,D5,Wood fuel,B,D4,23.66883495478497
Single-family,Landlords,D5,Wood fuel,B,D5,31.654539981006412
Single-family,Landlords,D5,Wood fuel,B,D6,17.786928225257682
Single-family,Landlords,D5,Wood fuel,B,D7,28.83717822200616
Single-family,Landlords,D5,Wood fuel,B,D8,43.67061785072988
Single-family,Landlords,D5,Wood fuel,B,D9,47.511222420607
Multi-family,Landlords,D6,Oil fuel,B,D1,9.976619842762261
Multi-family,Landlords,D6,Oil fuel,B,D10,238.0869674432438
Multi-family,Landlords,D6,Oil fuel,B,D2,7.703012100082787
Multi-family,Landlords,D6,Oil fuel,B,D3,11.18089281729255
Multi-family,Landlords,D6,Oil fuel,B,D4,18.35939619287987
Multi-family,Landlords,D6,Oil fuel,B,D5,15.690415777207466
Multi-family,Landlords,D6,Oil fuel,B,D6,26.968727074699718
Multi-family,Landlords,D6,Oil fuel,B,D7,52.0578906024637
Multi-family,Landlords,D6,Oil fuel,B,D8,54.70653800949908
Multi-family,Landlords,D6,Oil fuel,B,D9,107.40080042023365
Multi-family,Landlords,D6,Wood fuel,B,D1,0.8733047089347683
Multi-family,Landlords,D6,Wood fuel,B,D10,20.84097350416987
Multi-family,Landlords,D6,Wood fuel,B,D2,0.6742841609690169
Multi-family,Landlords,D6,Wood fuel,B,D3,0.978720899596093
Multi-family,Landlords,D6,Wood fuel,B,D4,1.6070921214937102
Multi-family,Landlords,D6,Wood fuel,B,D5,1.373462575435349
Multi-family,Landlords,D6,Wood fuel,B,D6,2.360711014301908
Multi-family,Landlords,D6,Wood fuel,B,D7,4.556894190302759
Multi-family,Landlords,D6,Wood fuel,B,D8,4.788743883818938
Multi-family,Landlords,D6,Wood fuel,B,D9,9.401342962706728
Single-family,Landlords,D6,Oil fuel,B,D1,18.071527520486654
Single-family,Landlords,D6,Oil fuel,B,D10,222.85163044052416
Single-family,Landlords,D6,Oil fuel,B,D2,25.89420563142442
Single-family,Landlords,D6,Oil fuel,B,D3,30.241862643952036
Single-family,Landlords,D6,Oil fuel,B,D4,62.07471261054377
Single-family,Landlords,D6,Oil fuel,B,D5,41.62573962309002
Single-family,Landlords,D6,Oil fuel,B,D6,51.041159818614105
Single-family,Landlords,D6,Oil fuel,B,D7,64.64205453192275
Single-family,Landlords,D6,Oil fuel,B,D8,105.29315894271538
Single-family,Landlords,D6,Oil fuel,B,D9,171.75647191725895
Single-family,Landlords,D6,Wood fuel,B,D1,7.547399125488628
Single-family,Landlords,D6,Wood fuel,B,D10,93.07183351234679
Single-family,Landlords,D6,Wood fuel,B,D2,10.814465169935588
